2	A cosa serve Vendita su Amazon?	Gli ospiti come possono pagare le prenotazioni?	False
2	A cosa serve Vendita su Amazon?	Ho ricevuto un voucher di viaggio da Ryanair, ho ancora diritto alla compensazione EU261?	False
2	A cosa serve Vendita su Amazon?	Tutte le sedi hanno accessi per sedie a rotelle o forniscono assistenza speciale?	False
2	A cosa serve Vendita su Amazon?	Esiste il rischio che qualcuno condivida contenuti dal suo account Facebook personale su Workplace?	False
2	A cosa serve Vendita su Amazon?	Chi posso contattare in caso di problemi?	False
2	A cosa serve Vendita su Amazon?	La mia organizzazione è soggetta ai requisiti di elaborazione dei dati dell'Unione europea. Posso usare Workplace?	False
2	A cosa serve Vendita su Amazon?	Come si aggiunge il telefono all’app via bluetooth?	False
2	A cosa serve Vendita su Amazon?	È necessario creare un account Facebook personale per usare Workplace?	False
3	Quali articoli posso vendere su Amazon.it?	Cosa posso vendere su Amazon?	True
3	Quali articoli posso vendere su Amazon.it?	Quali sono i passi successivi alla compilazione del modulo su Subito?	False
3	Quali articoli posso vendere su Amazon.it?	Mi è arrivato un link tramite email, che cosa devo fare?	False
3	Quali articoli posso vendere su Amazon.it?	Se non confermo una prenotazione?	False
3	Quali articoli posso vendere su Amazon.it?	A cosa servono le rotelline sul volante?	False
3	Quali articoli posso vendere su Amazon.it?	I tour e le attrazioni prevedono un numero massimo di biglietti acquistabili?	False
3	Quali articoli posso vendere su Amazon.it?	Quali metodi di pagamento ho a disposizione per utilizzare un coupon?	False
3	Quali articoli posso vendere su Amazon.it?	È consentito usare il laptop a bordo?	False
3	Quali articoli posso vendere su Amazon.it?	Quali funzioni hanno le manopole situate volante?	False
3	Quali articoli posso vendere su Amazon.it?	Cosa succede dopo aver salvato una ricerca?	False
3	Quali articoli posso vendere su Amazon.it?	Esiste un numero massimo di persone che posso seguire o che mi seguono?	False
4	Quali articoli posso vendere su Amazon.it?	Cosa posso vendere su Amazon.it?	True
4	Quali articoli posso vendere su Amazon.it?	Come funzionano le Gift Card Despar?	False
4	Quali articoli posso vendere su Amazon.it?	Il mio volo è stato annullato e non ho ricevuto l’email con il voucher di viaggio. Quando lo riceverò?	False
4	Quali articoli posso vendere su Amazon.it?	Cos'è Vendita su Amazon?	False
4	Quali articoli posso vendere su Amazon.it?	È necessario creare un Adobe ID?	False
4	Quali articoli posso vendere su Amazon.it?	Qual'è il punto di contatto in caso di problemi?	False
4	Quali articoli posso vendere su Amazon.it?	È possibile arricchire la polizza includendo una condizione medica precedente?	False
4	Quali articoli posso vendere su Amazon.it?	Cosa succede in caso di posticipo o cambio di orario di una partita?	False
4	Quali articoli posso vendere su Amazon.it?	In cosa consiste Workplace Enterprise?	False
4	Quali articoli posso vendere su Amazon.it?	Come posso accendere e spegnere la mia auto?	False
4	Quali articoli posso vendere su Amazon.it?	Quando avrò accesso all’app?	False
5	Quali articoli posso vendere su Amazon.it?	Posso vendere prodotti di elettronica su Amazon?	True
5	Quali articoli posso vendere su Amazon.it?	Come posso sapere chi sto seguendo?	False
5	Quali articoli posso vendere su Amazon.it?	Devo effettuare un accesso ogni volta che prenoto?	False
5	Quali articoli posso vendere su Amazon.it?	Cosa posso acquistare con le Gift Card Despar?	False
5	Quali articoli posso vendere su Amazon.it?	Possiamo inviarti dei consigli per fare si che la tua pubblicazione non venga rifiutata, li vuoi?	False
5	Quali articoli posso vendere su Amazon.it?	Come posso abilitare la modalità scura?	False
5	Quali articoli posso vendere su Amazon.it?	Cosa è incluso nel prezzo che pago?	False
5	Quali articoli posso vendere su Amazon.it?	Quale è la procedura di uso del traino della mia auto?	False
5	Quali articoli posso vendere su Amazon.it?	Cosa comporta l'impostazione di risparmio energetico?	False
5	Quali articoli posso vendere su Amazon.it?	Posso cambiare il nome del viaggiatore principale una volta che ho prenotato a nome mio?	False
5	Quali articoli posso vendere su Amazon.it?	Ho diritto alla compensazione EU261, avendo ricevuto da Ryanair un voucher di viaggio?	False
6	Cosa posso vendere su Amazon?	Quali articoli posso vendere su Amazon.it?	True
6	Cosa posso vendere su Amazon?	Come trovo delle persone da seguire?	False
6	Cosa posso vendere su Amazon?	Come posso ottenere una fattura per il mio soggiorno?	False
6	Cosa posso vendere su Amazon?	Come le mie informazioni vengono protette da Workplace?	False
6	Cosa posso vendere su Amazon?	Per portare a bordo i medicinali mi serve un certificato medico?	False
6	Cosa posso vendere su Amazon?	Dove vengono salvati i miei acquisti?	False
6	Cosa posso vendere su Amazon?	Quali sono le procedure di accensione e spegnimento della mia auto?	False
6	Cosa posso vendere su Amazon?	Cosa succede dopo aver salvato una ricerca?	False
6	Cosa posso vendere su Amazon?	Chi decide il prezzo della mia prenotazione?	False
6	Cosa posso vendere su Amazon?	Quante valigie posso imbarcare se parto con un volo nazionale? qual'è il peso massimo consentito per i bagagli?	False
6	Cosa posso vendere su Amazon?	Qual'è la differenza tra obliterazione e validazione?	False
7	Cosa posso vendere su Amazon?	Cosa posso vendere su Amazon?	True
7	Cosa posso vendere su Amazon?	Devo comunque pagare se annullo una prenotazione?	False
7	Cosa posso vendere su Amazon?	Come si paga una prenotazione?	False
7	Cosa posso vendere su Amazon?	Le attrazioni prevedono l'accesso e assistenza per disabili o utenti in sedia a rotelle?	False
7	Cosa posso vendere su Amazon?	È possibile modificare una prenotazione?	False
7	Cosa posso vendere su Amazon?	Quando saranno disponibili i nuovi piani?	False
7	Cosa posso vendere su Amazon?	Posso leggere sul mio tolino anche i vecchi acquisti?	False
7	Cosa posso vendere su Amazon?	È possibile apportare delle modifiche ad un Tweet dopo che è stato messo online?	False
7	Cosa posso vendere su Amazon?	Quali dati devo inserire per l'iscrizione?	False
7	Cosa posso vendere su Amazon?	I tour e le attrazioni sono indicati per i bambini?	False
7	Cosa posso vendere su Amazon?	In cosa consiste la modalià frontline di Workplace?	False
8	Cosa posso vendere su Amazon?	Cosa posso vendere su Amazon.it?	True
8	Cosa posso vendere su Amazon?	Che tipo di assistenza offre Workplace?	False
8	Cosa posso vendere su Amazon?	Come si attiva l’opzione Summon?	False
8	Cosa posso vendere su Amazon?	Il costo di workplace verrà maggiorato iscrivendosi a Workplace premium?	False
8	Cosa posso vendere su Amazon?	Come mi iscrivo per vendere i miei prodotti su Amazon?	False
8	Cosa posso vendere su Amazon?	Qual è la differenza tra una risposta e un Messaggio Diretto?	False
8	Cosa posso vendere su Amazon?	Se viene utilizzato un coupon, il pagamento nei miei confronti cambierà?	False
8	Cosa posso vendere su Amazon?	Dopo che ho compilato il modulo cosa faccio?	False
8	Cosa posso vendere su Amazon?	In caso di annullamento della prenotazione, mi viene addebitato il costo?	False
8	Cosa posso vendere su Amazon?	Cos'è il programma visa waiver? Cosa devo sapere di questo programma se parto per l'america?	False
8	Cosa posso vendere su Amazon?	Se un acquirente utilizza un coupon, l’ammontare del pagamento cambierà?	False
9	Cosa posso vendere su Amazon?	Posso vendere prodotti di elettronica su Amazon?	True
9	Cosa posso vendere su Amazon?	Posso modificare il nome in una prenotazione della partita effettuata a nome mio?	False
9	Cosa posso vendere su Amazon?	Come faccio a eliminare il mio account?	False
9	Cosa posso vendere su Amazon?	I tour e le attrazioni sono indicati per i bambini?	False
9	Cosa posso vendere su Amazon?	Cosa succede se una partita per la quale ho acquistato i biglietti è stata cancellata?	False
9	Cosa posso vendere su Amazon?	Non riesco a trovare un libro che vorrei prenotare	False
9	Cosa posso vendere su Amazon?	Vorrei una lista delle persone che seguo, dove devo andare?	False
9	Cosa posso vendere su Amazon?	Non capisco la differenza che c'è tra obliterare e validare in mio biglietto, potreste spiegarmela?	False
9	Cosa posso vendere su Amazon?	Non riesco ad effettuare l’accesso al sito	False
9	Cosa posso vendere su Amazon?	Che cosa si intende con “acquisto singolo” tra i requisiti per l’utilizzo di un coupon?	False
9	Cosa posso vendere su Amazon?	Come mai c'è una differenza di prezzo tra Platea e Galleria?	False
10	Cosa posso vendere su Amazon.it?	Quali articoli posso vendere su Amazon.it?	True
10	Cosa posso vendere su Amazon.it?	Se viene utilizzato un coupon, il pagamento nei miei confronti cambierà?	False
10	Cosa posso vendere su Amazon.it?	Cos'è Workplace Essential?	False
10	Cosa posso vendere su Amazon.it?	Perché la mia azienda dovrebbe pagare per Workplace Advanced e Workplace Enterprise se alcune delle funzioni sono disponibili su Facebook e Workplace Essential?	False
10	Cosa posso vendere su Amazon.it?	Come configuro il mio profilo conducente?	False
10	Cosa posso vendere su Amazon.it?	Come devo comunicarvi il cambio di indirizzo?	False
10	Cosa posso vendere su Amazon.it?	Non ricordo più la mia password dell'account.	False
10	Cosa posso vendere su Amazon.it?	Con quali regole o limiti posso imbarcare il mio fucile e l'attrezzatura da caccia?	False
10	Cosa posso vendere su Amazon.it?	Che documenti devo presentare per vedere la partita?	False
10	Cosa posso vendere su Amazon.it?	Come faccio a sapere se i libri da me prenotati sono pronti per essere ritirati presso il punto vendita?	False
10	Cosa posso vendere su Amazon.it?	In che modo vengono gestite le mie informazioni in caso di richiesta da parte del governo o delle forze dell’ordine	False
11	Cosa posso vendere su Amazon.it?	Cosa posso vendere su Amazon?	True
11	Cosa posso vendere su Amazon.it?	Di quali documenti ho bisogno per accedere ad un'attrazione?	False
11	Cosa posso vendere su Amazon.it?	I voucher di viaggio possono essere utilizzati all'interno dell'app Ryanair?	False
11	Cosa posso vendere su Amazon.it?	Di cosa tratta il servizio Workplace di Facebook?	False
11	Cosa posso vendere su Amazon.it?	Cos'è Workplace Advanced?	False
11	Cosa posso vendere su Amazon.it?	Il venditore accetta PayPal come metodo di pagamento.	False
11	Cosa posso vendere su Amazon.it?	I biglietti sono prenotati a mio nome. Posso cambiare il nome della persona che partecipa alla partita?	False
11	Cosa posso vendere su Amazon.it?	Come scopro di più sulle funzioni della mia Tesla?	False
11	Cosa posso vendere su Amazon.it?	Dove trovo il numero di telaio della mia Tesla?	False
11	Cosa posso vendere su Amazon.it?	È possibile ottenere un documento di conferma della cancellazione del volo per fini assicurativi?	False
11	Cosa posso vendere su Amazon.it?	Cosa sono le risposte?	False
12	Cosa posso vendere su Amazon.it?	Cosa posso vendere su Amazon.it?	True
12	Cosa posso vendere su Amazon.it?	È necessario accedere all'account per prenotare un volo?	False
12	Cosa posso vendere su Amazon.it?	A che ora devo arrivare alla partita?	False
12	Cosa posso vendere su Amazon.it?	Devo sostituire un pezzo della mia moto ma non riesco a recuperarlo, come posso procedere?	False
12	Cosa posso vendere su Amazon.it?	Che cos'è una cancellazione 'non rimborsabile' o 'cancellazione gratuita'?	False
12	Cosa posso vendere su Amazon.it?	È possibile ottenere la lista delle persone che ho iniziato a seguire?	False
12	Cosa posso vendere su Amazon.it?	Chi esegue l'addebito sulla mia carta?	False
12	Cosa posso vendere su Amazon.it?	Quali sono i prodotti che vanno in categoria attrezzature di lavori?	False
12	Cosa posso vendere su Amazon.it?	Ci sono delle operazioni che devo effettuare prima di lasciare la mia moto ferma per molto tempo?	False
12	Cosa posso vendere su Amazon.it?	Parto per un Paese che non appartiene alla Comunità Europea. Basta la carta d'identità ?	False
12	Cosa posso vendere su Amazon.it?	Quali sono i vantaggi per il venditore?	False
13	Cosa posso vendere su Amazon.it?	Posso vendere prodotti di elettronica su Amazon?	True
13	Cosa posso vendere su Amazon.it?	Di quali informazioni ho bisogno per l'iscrizione?	False
13	Cosa posso vendere su Amazon.it?	Cos'è la nuova 'Carta a Scalare'?	False
13	Cosa posso vendere su Amazon.it?	È possibile includere nella polizza una condizione medica precedente?	False
13	Cosa posso vendere su Amazon.it?	Chi ha il monopolio delle informazioni inserite dai dipendenti della mia organizzazione?	False
13	Cosa posso vendere su Amazon.it?	Come si inseriscono i prodotti da vendere su Amazon?	False
13	Cosa posso vendere su Amazon.it?	Avete una sicurezza di livello enterprise?	False
13	Cosa posso vendere su Amazon.it?	C'è un limite al numero di biglietti che posso acquistare per un tour o un’ attrazione?	False
13	Cosa posso vendere su Amazon.it?	Come ottengo un coupon?	False
13	Cosa posso vendere su Amazon.it?	Gli acquisti effettuati su LaFeltrinelli Internet Bookshop SRL saranno a mia disposizione immediatamente anche nel mio tolino?	False
13	Cosa posso vendere su Amazon.it?	è possibile annullare il piano Workplace Premium?	False
14	Posso vendere prodotti di elettronica su Amazon?	Quali articoli posso vendere su Amazon.it?	True
14	Posso vendere prodotti di elettronica su Amazon?	Come posso registrarmi?	False
14	Posso vendere prodotti di elettronica su Amazon?	osso utilizzare un coupon per volta?	False
14	Posso vendere prodotti di elettronica su Amazon?	Cosa succede in caso di posticipo o cambio di orario di una partita?	False
14	Posso vendere prodotti di elettronica su Amazon?	Vorrei creare un collegamento tra Twitter ed il mio sito per mostrare gli aggiornamenti, come posso fare?	False
14	Posso vendere prodotti di elettronica su Amazon?	Come posso abilitare la modalità scura?	False
14	Posso vendere prodotti di elettronica su Amazon?	Di quali dati mi devo munire prima di fare la registrazione?	False
14	Posso vendere prodotti di elettronica su Amazon?	Qual'è il numero di bagagli consentito per un volo internazionale? E quale peso massimo?	False
14	Posso vendere prodotti di elettronica su Amazon?	Qual'è la differenza tra Platea e Galleria?	False
14	Posso vendere prodotti di elettronica su Amazon?	La mia carta da chi viene addebitata?	False
14	Posso vendere prodotti di elettronica su Amazon?	Quando e dove devo fare la revisione del mio veicolo?	False
15	Posso vendere prodotti di elettronica su Amazon?	Cosa posso vendere su Amazon?	True
15	Posso vendere prodotti di elettronica su Amazon?	Come proteggo i miei dati personali?	False
15	Posso vendere prodotti di elettronica su Amazon?	Cosa significa cancellazione 'non rimborsabile' e 'cancellazione gratuita'?	False
15	Posso vendere prodotti di elettronica su Amazon?	Che differenza c'è tra un messaggio privato ed un commento ad un Tweet?	False
15	Posso vendere prodotti di elettronica su Amazon?	Posso guidare la mia auto durante un aggiornamento software?	False
15	Posso vendere prodotti di elettronica su Amazon?	Come si può confermare una prenotazione?	False
15	Posso vendere prodotti di elettronica su Amazon?	Come posso monitorare l'utilizzo energetico?	False
15	Posso vendere prodotti di elettronica su Amazon?	In che cosa consiste il cloud tolino?	False
15	Posso vendere prodotti di elettronica su Amazon?	Cosa devo fare se PayPal e il mio account hanno diverso indirizzo email?	False
15	Posso vendere prodotti di elettronica su Amazon?	Cosa sono i limiti di follow?	False
15	Posso vendere prodotti di elettronica su Amazon?	É possibile aggiungere uno o più testi ad un ordine già confermato?	False
16	Posso vendere prodotti di elettronica su Amazon?	Cosa posso vendere su Amazon.it?	True
16	Posso vendere prodotti di elettronica su Amazon?	I dati che ho inserito sono protetti?	False
16	Posso vendere prodotti di elettronica su Amazon?	Dove si legge il numero di telaio sulla mia auto Tesla?	False
16	Posso vendere prodotti di elettronica su Amazon?	Posso annullare il mio piano Workplace Premium?	False
16	Posso vendere prodotti di elettronica su Amazon?	Come si possono cambiare le date del mio prossimo viaggio?	False
16	Posso vendere prodotti di elettronica su Amazon?	Ho ricevuto numerose richieste da sconosciuti, come faccio a rimuoverle?	False
16	Posso vendere prodotti di elettronica su Amazon?	Essendo io un cliente Workplace Premium, quali potrebbero essere le possibili conseguenze per me?	False
16	Posso vendere prodotti di elettronica su Amazon?	È possibile arricchire la polizza includendo una condizione medica precedente?	False
16	Posso vendere prodotti di elettronica su Amazon?	Devo essere un utente eBay per utilizzare il coupon?	False
16	Posso vendere prodotti di elettronica su Amazon?	Come si aggiorna il software e in quanto tempo?	False
16	Posso vendere prodotti di elettronica su Amazon?	Ci sono costi aggiuntivi per i bambini?	False
17	Posso vendere prodotti di elettronica su Amazon?	Posso vendere prodotti di elettronica su Amazon?	True
17	Posso vendere prodotti di elettronica su Amazon?	Posso portare a bordo il personal computer?	False
17	Posso vendere prodotti di elettronica su Amazon?	Qual'è la differenza tra obliterazione e validazione?	False
17	Posso vendere prodotti di elettronica su Amazon?	Dove posso acquistare gli accessori per la mia Tesla?	False
17	Posso vendere prodotti di elettronica su Amazon?	Come posso attivare la funzione Summon?	False
17	Posso vendere prodotti di elettronica su Amazon?	Esiste il rischio che qualcuno condivida contenuti dal suo account Facebook personale su Workplace?	False
17	Posso vendere prodotti di elettronica su Amazon?	Come autorizzo l'accesso all'app alla mia famiglia?	False
17	Posso vendere prodotti di elettronica su Amazon?	Cos'è la funzione per il lavoro frontline di Workplace?	False
17	Posso vendere prodotti di elettronica su Amazon?	Come ottengo il voucher di viaggio se la prenotazione è stata effettuata da un agenzia?	False
17	Posso vendere prodotti di elettronica su Amazon?	Che cosa devo fare se sto acquistando presso un venditore che accetta PayPal ma non vedo un campo dove inserire il mio codice coupon?	False
17	Posso vendere prodotti di elettronica su Amazon?	Quali documenti sono necessari per viaggiare con un minore?	False
18	Quali articoli non posso vendere su Amazon.it?	Si possono vendere medicinali su Amazon?	True
18	Quali articoli non posso vendere su Amazon.it?	Come faccio a ricevere i pagamenti?	False
18	Quali articoli non posso vendere su Amazon.it?	Cos'è la 'Range Mode'?	False
18	Quali articoli non posso vendere su Amazon.it?	Come faccio a sapere la visibilità del mio annuncio nella ricerca?	False
18	Quali articoli non posso vendere su Amazon.it?	A che ora devo presentarmi al punto di raccolta?	False
18	Quali articoli non posso vendere su Amazon.it?	Come posso avere chiavi di riserva o duplicati per la mia Yamaha?	False
18	Quali articoli non posso vendere su Amazon.it?	Ho effettuato l'iscrizione a Workplace Premium. Il costo totale di Workplace aumenterà?	False
18	Quali articoli non posso vendere su Amazon.it?	Potreste inviarmi di nuovo la email di conferma della registrazione?	False
18	Quali articoli non posso vendere su Amazon.it?	Per usufruire di Workplace serve un account Facebook?	False
18	Quali articoli non posso vendere su Amazon.it?	Cos'è un Retweet?	False
18	Quali articoli non posso vendere su Amazon.it?	osso utilizzare un coupon per volta?	False
19	Quali articoli non posso vendere su Amazon.it?	Quali sono i prodotti proibiti su Amazon.it?	True
19	Quali articoli non posso vendere su Amazon.it?	I biglietti sono prenotati con il mio nome. Posso cambiare il nome del viaggiatore principale?	False
19	Quali articoli non posso vendere su Amazon.it?	Ci sono limiti di età per qualsiasi tour e attrazione?	False
19	Quali articoli non posso vendere su Amazon.it?	Quali sono i posti migliori?	False
19	Quali articoli non posso vendere su Amazon.it?	È possibile arricchire la polizza includendo una condizione medica precedente?	False
19	Quali articoli non posso vendere su Amazon.it?	Vorrei creare un account, da dove iniziare?	False
19	Quali articoli non posso vendere su Amazon.it?	Su cosa si basa l’opzione di risparmio energetico?	False
19	Quali articoli non posso vendere su Amazon.it?	Ci sono sconti per bambini o studenti?	False
19	Quali articoli non posso vendere su Amazon.it?	In che modo è possibile prevedere il costo di Workplace in base al prezzo per utente al mese?	False
19	Quali articoli non posso vendere su Amazon.it?	Quali sono i vantaggi per il venditore?	False
19	Quali articoli non posso vendere su Amazon.it?	Che servizio di preciso mi offre il sito?	False
20	Si possono vendere medicinali su Amazon?	Quali articoli non posso vendere su Amazon.it?	True
20	Si possono vendere medicinali su Amazon?	Dove posso portare a riparare l’auto?	False
20	Si possono vendere medicinali su Amazon?	É possibile aggiungere uno o più testi ad un ordine già confermato?	False
20	Si possono vendere medicinali su Amazon?	È possibile convertire in contanti un voucher di viaggio?	False
20	Si possono vendere medicinali su Amazon?	Che documenti necessita mio figlio minorenne per viaggiare?	False
20	Si possono vendere medicinali su Amazon?	Non capisco la differenza che c'è tra obliterare e validare in mio biglietto, potreste spiegarmela?	False
20	Si possono vendere medicinali su Amazon?	Devo effettuare un accesso ogni volta che prenoto?	False
20	Si possono vendere medicinali su Amazon?	Come posso abilitare la modalità scura?	False
20	Si possono vendere medicinali su Amazon?	Come posso abbinare il mio telefono tramite Bluetooth?	False
20	Si possono vendere medicinali su Amazon?	In che modo è possibile aggiungere un dipendente frontline a Workplace?	False
20	Si possono vendere medicinali su Amazon?	Come posso ricevere i pagamenti?	False
21	Si possono vendere medicinali su Amazon?	Si possono vendere medicinali su Amazon?	True
21	Si possono vendere medicinali su Amazon?	Non mi è arrivata la mail di conferma, come faccio?	False
21	Si possono vendere medicinali su Amazon?	Come si può confermare una prenotazione?	False
21	Si possono vendere medicinali su Amazon?	Come scopro di più sulle funzioni della mia Tesla?	False
21	Si possono vendere medicinali su Amazon?	Posso ottenere un documento di conferma del ritardo di più di 3 ore valido per fini assicurativi?	False
21	Si possono vendere medicinali su Amazon?	È possibile modificare una prenotazione?	False
21	Si possono vendere medicinali su Amazon?	Come posso pagare per utilizzare un coupon?	False
21	Si possono vendere medicinali su Amazon?	Quanto mi costa vendere su Amazon.it?	False
21	Si possono vendere medicinali su Amazon?	Dove si trovano i vostri data center?	False
21	Si possono vendere medicinali su Amazon?	Cos'è Workplace Enterprise?	False
21	Si possono vendere medicinali su Amazon?	Come posso inviare gli aggiornamenti su Twitter?	False
22	Si possono vendere medicinali su Amazon?	Quali sono i prodotti proibiti su Amazon.it?	True
22	Si possono vendere medicinali su Amazon?	Vorrei modificare la password	False
22	Si possono vendere medicinali su Amazon?	Esiste il rischio che qualcuno condivida contenuti dal suo account Facebook personale su Workplace?	False
22	Si possono vendere medicinali su Amazon?	Che cosa faccio se l’indirizzo email associato al mio coupon è diverso da quello che uso per il conto PayPal?	False
22	Si possono vendere medicinali su Amazon?	Qual'è la differenza tra obliterazione e validazione?	False
22	Si possono vendere medicinali su Amazon?	Non riesco ad effettuare l’accesso al sito	False
22	Si possono vendere medicinali su Amazon?	Come le mie informazioni vengono protette da Workplace?	False
22	Si possono vendere medicinali su Amazon?	Quali dati devo inserire per l'iscrizione?	False
22	Si possono vendere medicinali su Amazon?	Quanto mi costa vendere su Amazon.it?	False
22	Si possono vendere medicinali su Amazon?	Non capisco la differenza che c'è tra obliterare e validare in mio biglietto, potreste spiegarmela?	False
22	Si possono vendere medicinali su Amazon?	È possibile ottenere un documento di conferma della cancellazione del volo per fini assicurativi?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Quali articoli non posso vendere su Amazon.it?	True
23	Quali sono i prodotti proibiti su Amazon.it?	In che modo è possibile prevedere il costo di Workplace in base al prezzo per utente al mese?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Quali sono i prodotti che vanno in categoria attrezzature di lavori?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Chi devo contattare per notificare il mio cambio di domicilio?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Come vengo protetto dalle frodi?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Esiste il rischio che qualcuno condivida contenuti dal suo account Facebook personale su Workplace?	False
23	Quali sono i prodotti proibiti su Amazon.it?	I coupon scadono?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Il saldo rimanente di un voucher di viaggio può essere riutilizzato in un'altra prenotazione?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Le strutture prevedono l'accesso per sedie a rotelle o forniscono assistenza speciale?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Parto per gli Stati Uniti d'America. Che cos'è il programma Visa Waiver Program?	False
23	Quali sono i prodotti proibiti su Amazon.it?	Come ottengo un coupon?	False
24	Quali sono i prodotti proibiti su Amazon.it?	Si possono vendere medicinali su Amazon?	True
24	Quali sono i prodotti proibiti su Amazon.it?	Come si utilizza il coupon?	False
24	Quali sono i prodotti proibiti su Amazon.it?	È possibile portare cibo a bordo?	False
24	Quali sono i prodotti proibiti su Amazon.it?	Che cosa succede se l'acquirente chiede un rimborso e ha pagato con un coupon?	False
24	Quali sono i prodotti proibiti su Amazon.it?	Il mio datore di lavoro può vedere il mio account Facebook personale?	False
24	Quali sono i prodotti proibiti su Amazon.it?	Posso apportare modifiche alla mia prenotazione?	False
24	Quali sono i prodotti proibiti su Amazon.it?	Cosa significa cancellazione 'non rimborsabile' e 'cancellazione gratuita'?	False
24	Quali sono i prodotti proibiti su Amazon.it?	In cosa consiste la modalià frontline di Workplace?	False
24	Quali sono i prodotti proibiti su Amazon.it?	Qual è il periodo di validità (prenotazione e viaggio) del mio voucher di viaggio? Ci sono limiti di data?	False
24	Quali sono i prodotti proibiti su Amazon.it?	A cosa serve l’opzione Valet?	False
24	Quali sono i prodotti proibiti su Amazon.it?	Per portare a bordo i medicinali mi serve un certificato medico?	False
25	Quali sono i prodotti proibiti su Amazon.it?	Quali sono i prodotti proibiti su Amazon.it?	True
25	Quali sono i prodotti proibiti su Amazon.it?	è possibile usare Workplace anche se soggetti a requisiti di elaborazione dei dati dell’Unione eurpoea?	False
25	Quali sono i prodotti proibiti su Amazon.it?	Dove posso usare i nuovi piani?	False
25	Quali sono i prodotti proibiti su Amazon.it?	È possibile scegliere la copertina anche senza alcuna personalizzazione.	False
25	Quali sono i prodotti proibiti su Amazon.it?	Come posso preventivare il costo di Workplace conoscendo il presso utente al mese?	False
25	Quali sono i prodotti proibiti su Amazon.it?	Cosa copre l’assistenza stradale?	False
25	Quali sono i prodotti proibiti su Amazon.it?	È possibile modificare una prenotazione?	False
25	Quali sono i prodotti proibiti su Amazon.it?	Come posso pagare per utilizzare un coupon?	False
25	Quali sono i prodotti proibiti su Amazon.it?	Cosa devo dare se sono un cliente subito impresa in attrezzature di lavoro?	False
25	Quali sono i prodotti proibiti su Amazon.it?	Come posso inserire i prodotto che devo vendere su Amazon?	False
25	Quali sono i prodotti proibiti su Amazon.it?	Il mio volo è stato annullato e non ho ricevuto l’email con il voucher di viaggio. Quando lo riceverò?	False
26	Cosa mi serve per iscrivermi come venditore su Amazon?	Come mi registro per vendere prodotti su Amazon.it?	True
26	Cosa mi serve per iscrivermi come venditore su Amazon?	Non riesco ad effettuare l’accesso al sito	False
