Come faccio a sapere se la mia prenotazione è stata cancellata? Quando si annulla una prenotazione utilizzando il link di cancellazione nell'email di conferma, verrà inviata una email di conferma sull'annullamento. Se non si riceve un'e-mail, ti suggeriamo di contattare direttamente la struttura alberghiera per verficare che la richiesta di cancellazione sia stata ricevuta. I contatti della strutura alberghiera sono forniti nella conferma della prenotazione.
Chi addebiterà la mia carta?    L'hotel e non Ryanair addebiterà la tua carta. L’addebito sarà effettuato dall'hotel e, in base al tipo di tariffa, può avvenire il giorno della prenotazione o al momento del check-in / check-out. Poiché la tua carta è utilizzata per garantire la prenotazione, l'hotel potrebbe effetuare una pre-autorizzazione o un prelievo temporaneo sulla carta per garantire la prenotazione. Tutti i pagamenti vengono emessi direttamente all’hotel.
La mia carta è stata addebitata e non ho ancora soggiornato.    È possibile che tu abbia prenotato una tariffa non rimborsabile, il che significa che la strutura alberghiera accetta il pagamento al momento della prenotazione. In alternativa, l’hotel potrebbe aver effettuato una pre-autorizzazione o un prelievo temporaneo sulla carta per garantire la prenotazione. Rooms non gestisce alcun pagamento e se hai una domanda, contatta direttamente l'hotel.
Posso pagare il mio soggiorno usando una carta diversa da quella utilizzata per la prenotazione?    Sì, nella maggior parte dei casi, ma non possiamo garantirlo. Per effettuare il pagamento con una carta di credito diversa da quella utilizzata per la prenotazione, ti suggeriamo di contattare direttamente l'hotel.
Come posso ottenere una fattura per il mio soggiorno?   L'hotel addebita direttamente il costo del soggiorno e si può ottenere una fattura dall'hotel al momento del check out o in alternativa é necessario contattarli direttamente.
Chi stabilisce il prezzo di vendita per la mia prenotazione?    L'hotel ha il pieno controllo delle tariffe e della disponibilità delle camere presenti su Rooms. Ryanair non aggiunge alcun supplemento di tasse. In caso di domande, ti preghiamo di contattare direttamente l'hotel
Cosa è incluso nel prezzo che pago? Il prezzo che vedi è quello che paghi se non diversamente specificato, come ad esempio, l’aggiunta della tassa di soggiorno. Tutte le strutture elencate nella sezione tiplogia della camera sono incluse nel prezzo. La colazione può essere inclusa o meno a seconda del piano tariffario che scegli di prenotare.
Posso usare buoni / codici sconto?  No, il prezzo che paghi è relativo alla migliore tariffa disponibile del giorno. Non è possibile utilizzare i voucher quando si prenota tramite Rooms
Qual è la differenza tra Platea, Galleria, Balconata ecc.?  Ogni sede è diversa, ma in generale la Platea viene chiamata anche Poltrone. Sono i posti più in basso nel teatro. La Prima Galleria è il primo livello di posti al di sopra della Platea. La Seconda Galleria è la sezione sopra alla prima galleria e i posti in Balconata sono i più lontani e i più alti.
Quali posti sono considerati i migliori?    Dipende dallo spettacolo. Normalmente i posti più vicini al palcoscenico al centro, con la vista migliore su di esso, sono considerati i migliori. Questi sono normalmente la Platea e i posti di fronte nella Prima Galleria.
Qual è la relazione tra il prezzo del biglietto e l'area in cui ci si siede?    La regola generale è che i biglietti con il prezzo più alto hanno la vista migliore e sono più vicini al palcoscenico, mentre i biglietti meno costosi saranno più lontani dal palco e talvolta hanno vista limitata.
Che cos’è un posto con 'vista limitata'?    Alcuni posti potrebbero avere una vista limitata del palcoscenico, per esempio, potrebbe esserci un corrimano che impedisce la vista completa oppure la parte superiore del palcoscenico non è visibile da un posto particolare. Questo tipo di posto è unico per ogni sede e ogni spettacolo. Se i posti a sedere hanno una vista limitata, queste informazioni verranno date prima di confermare l'acquisto.
Posso registrare o fare foto allo spettacolo?   No, le macchine fotografiche, le videocamere e i dispositivi di registrazione sono severamente vietati.
A che ora devo arrivare per lo spettacolo?  Ti preghiamo di arrivare almeno 30 minuti prima dello spettacolo
Come posso confermare la mia prenotazione?  La maggior parte dei tour e delle attrazioni sono confermate automaticamente una volta completata la prenotazione. Tuttavia, si prega di controllare attentamente le istruzioni fornite nell'e-mail di conferma nel caso in cui si debba ri confermare la prenotazione o il ritiro o scambio del voucher/biglietto con l'ufficio dell’operatore turistico a destinazione.
Come faccio a sapere cosa è incluso o escluso nel mio acquisto? Ogni tour e attrazione specificherà ciò che è incluso o escluso dai biglietti scelti. Si prega di controllare i dettagli del tour e la descrizione sulla selezione dei biglietti online. Coras non accetta responsabilità se viene scelto un tour o un’attrazione sbagliata.
Posso registrare o scattare foto all'interno di qualsiasi attrazione o museo?   Ogni attrazione o museo avrà la sua politica sulle restrizioni. Si prega di verificare i termini e le condizioni della sede.
A che ora devo arrivare al mio punto di raccolta/incontro?  Si prega di essere nel luogo almeno 15 minuti prima dell'inizio del tour.
Dove posso trovare tutte le informazioni sul mio tour ed attrazione (ad es. Ora di inizio, durata, ecc.)?   Troverete tutte le informazioni nella sezione “La mia prenotazione” su ryanair.com o su tickets.ryanair.com durante e dopo l'acquisto. Ogni operatore turistico avrà anche informazioni più dettagliate se effettui una ricerca online. Puoi anche trovare tutte le informazioni pertinenti nell'e-mail di conferma dell'ordine. Se non hai ricevuto l'e-mail di conferma dell'ordine, ti preghiamo di contattaci.
C'è un limite al numero di biglietti che posso acquistare per un tour o un’ attrazione? Ogni tour ed attrazione avrà un limite definito sul numero di biglietti per ordine che è possibile acquistare, ma non vi è alcun limite al numero di ordini che è possibile effettuare, in caso alla disponibilità.
È richiesto un abbigliamento particolare per qualsiasi attrazione o tour?   Se è richiesto un abbigliamento particolare per entrare e visitare qualsiasi attrazione, questo sarà specificato. Nota che qualsiasi tour che visita siti religiosi normalmente osserva un codice di abbigliamento.
Come riceverò i miei biglietti? Il voucher/biglietto allegato all'e-mail di conferma è il tuo biglietto. Si prega di stamparlo e portarlo con voi.
Ho prenotato una fascia oraria, a che ora devo arrivare?    Ti consigliamo di arrivare da 30 minuti a 45 minuti prima della fascia oraria. Questo ti darà il tempo necessario per raccogliere o scambiare i tuoi biglietti (dipende dall'attrazione - ti preghiamo di verificare se è necessario una volta prenotato). Come regola generale ti consigliamo di stampare sempre il voucher/biglietto e portarlo con te.
I miei biglietti sono validi solo per la fascia oraria prescelta?   Sì. Se hai scelto un orario di inizio specifico o una fascia oraria per il tuo tour o attrazione, dovrai aderirvi. La disponibilità per la maggior parte dei tour e delle attrazioni è specifica alla fascia oraria scelta. Si prega di controllare la descrizione dell'attrazione in quanto ciò fornirebbe anche ulteriori informazioni. Se hai commesso un errore e vuoi cambiare la tua fascia oraria, per favore contattaci e controlleremo con l'operatore turistico la disponibilità richiesta.
Quali informazioni dovrei portare con me per entrare nell'attrazione?   Si prega di portare il voucher/biglietto stampato dall'e-mail di conferma dell'ordine e un documento di identità.
I biglietti sono prenotati con il mio nome. Posso cambiare il nome del viaggiatore principale?  Purtroppo non è possibile modificare il nome del viaggiatore principale dopo la prenotazione. La maggior parte dei tour e delle attrazioni accetteranno i nuovi viaggiatori, ma consigliamo di contattare l’operatore turistico informandolo direttamente sulla modifica del nome.
Tutte le attrazioni hanno accesso per sedie a rotelle o forniscono assistenza speciale? Ogni attrazione ha accessibilità diversa, quindi è meglio contattare l'attrazione o l’operatore turistico direttamente prima della prenotazione. Chiamaci e possiamo metterti in contatto con l'operatore turistico direttamente.
Ci sono limiti di età per qualsiasi tour e attrazione?  Il limite di età per ogni tour e attrazione è diverso. Si prega di controllare le restrizioni di età nella descrizione al momento della prenotazione.
I tour e le attrazioni sono adatti ai bambini?  La maggior parte dei tour e delle attrazioni sono adatti ai bambini, ma si prega di verificare le informazioni fornite dal tour prima dell'acquisto in quanto potrebbero esserci regole e restrizioni dedicate (come l'età richiesta, ecc.). Ogni bambino deve avere un biglietto valido. In alcuni casi gli operatori turistici limitano che un biglietto per bambini o neonati venga acquistato solo con biglietto per adulti. Per ulteriori informazioni contattaci e possiamo metterti in contatto con l’operatore turistico direttamente.
Ci sono sconti per bambini o studenti?  Se ci sono biglietti scontati disponibili per qualsiasi tour e attrazione, questi saranno visualizzati come opzione al momento dell'acquisto online. Si prega di notare che verra richiesto un modulo di identificazione valido per dimostrare all’operatore turistico che il vostro acquisto si qualifica per lo sconto. L’operatore turistico riserva il diritto di rifiutare l'ammissione senza un documento valido per i biglietti scontati.
Posso apportare modifiche alla mia prenotazione?    In base alla disponibilità, alcuni operatori turistici faranno del loro meglio per scambiare i biglietti con date o orari diversi. Ti consigliamo di controllare le informazioni specifiche sull'attrazione o le domande frequenti relative alla loro politica. Nella maggior parte dei casi si prega di notare il seguito.
Come posso confermare la mia prenotazione?  Tutti gli acquisti vengono confermati automaticamente una volta completata la prenotazione. Tuttavia, ti preghiamo di controllare attentamente le istruzioni fornite sull’e-mail di conferma nel caso in cui devi riconfermare eventuali dettagli specifici.
Che cos'è un posto con 'visibilità ridotta'?    Alcuni posti potrebbero avere una visibilità ridotta del campo ed essere nascosti da un impianto o una giunzione permanente. Ciò è diverso in ogni sede. Questi biglietti vengono normalmente prezzati di conseguenza e se i tuoi posti hanno una visuale ristretta ne sarai informato prima della conferma dell’acquisto. Controlla anche la mappa della sede per verificare l'area in cui si trova il tuo posto.
I biglietti sono per i tifosi di casa o per quelli in trasferta?    Tutti i biglietti elencati per una partita sono per la sezione di casa, salvo diversa indicazione. Normalmente ai tifosi della squadra in trasferta è vietato l'accesso alla sezione di casa. Acquistando i biglietti per la sezione di casa garantisci che il tuo posto sarà tra i sostenitori della squadra che gioca in casa.
Posso registrare o scattare foto all'interno di qualsiasi luogo?    Si. Purché non siano per scopi commerciali. Ti preghiamo di controllare anche i termini e le condizioni della sede per ulteriori informazioni.
A che ora devo arrivare alla partita?   Cerca di raggiungere lo stadio e individuare il tuo posto con considerevole anticipo prima dell’inizio. Le partite più affollate potrebbero richiedere più tempo per entrare nella sede.
Dove posso trovare tutte le informazioni sulla mia partita (ad es. ora di inizio, durata ecc.)? Troverai tutte le informazioni nella sezione 'La mia prenotazione' su ryanair.com o su tickets.ryanair.com durante e dopo l'acquisto. Ciascun Club avrà anche informazioni più dettagliate online. Puoi anche trovare tutte le informazioni pertinenti nell'e-mail di conferma dell'ordine. Se non hai ricevuto l'e-mail di conferma dell'ordine, ti preghiamo di contattarci qui.
Ti preghiamo di notare che per le partite della stagione LaLiga e anche per alcune partite della Premier League è molto comune che cambino la data e l'ora della partita. Pertanto, ti invitiamo a controllare regolarmente la data e l'ora confermata della partita.
C'è un limite al numero di biglietti che posso acquistare per una partita?  Ogni partita ha un limite definito per quanto riguarda il numero massimo di biglietti per ordine.
Quali sono i regolamenti e il codice di condotta della sede?    Puoi trovare queste informazioni sul sito web del club. Nella maggior parte dei casi la direzione si riserva il diritto di rifiutare l'ammissione o di espellere un possessore di biglietto dalla sede a causa di comportamenti che potrebbero causare danni, lesioni, fastidi, disturbi o a causa dell’inosservanza dei regolamenti della sede.
Come riceverò i miei biglietti? L'e-mail di conferma avrà tutte le informazioni necessarie sui tuoi biglietti. Consulta i diversi metodi di rimborso di seguito. Questi saranno decisi di volta in volta dall'organizzatore dell'evento.
I biglietti hanno posti vicini? I biglietti vengono normalmente emessi e assegnati in posti vicini. Per le partite più frequentate è possibile che la disponibilità si riduca e quindi alcuni posti potrebbero non essere vicini. I posti sono sempre visualizzati nella sezione 'Il tuo ordine' prima del checkout. Controlla e verifica che posti selezionati siano di tuo gradimento e che si trovino l’uno accanto all'altro prima del pagamento. In alternativa, ti preghiamo di contattarci e possiamo fornirti ulteriori informazioni.
Quali informazioni dovrei portare con me per entrare a vedere la partita?   Porta con te il biglietto stampato a casa, ricevuto tramite l'e-mail di conferma dell'ordine. Se ritiri i tuoi biglietti al botteghino, ti preghiamo di portare anche un documento d'identità valido (con foto). Tutte le persone che entrano nella sede devono essere in possesso di un biglietto valido.
I biglietti sono prenotati a mio nome. Posso cambiare il nome della persona che partecipa alla partita? Purtroppo non possiamo cambiare il nome della persona che partecipa alla partita dopo aver effettuato la prenotazione. La maggior parte degli eventi sportivi eseguirà la scansione dei biglietti all’entrata, pertanto la loro validità sarà basata su questo.
Tutte le sedi hanno accessi per sedie a rotelle o forniscono assistenza speciale?   Ogni sede ha accessibilità diverse, quindi è meglio contattare la sede o il club direttamente prima della prenotazione.
Le partite sono adatte ai bambini?  La maggior parte delle partite sono adatte ai bambini, ma ti preghiamo di verificare le informazioni fornite dalla partita e dal club prima dell'acquisto in quanto potrebbero esserci regole e restrizioni particolari (come l'età, ecc.). Ogni bambino deve avere un biglietto valido. In alcuni casi le partite pongono la limitazione che un biglietto per bambini deve essere acquistato solo con un biglietto per adulti. Per ulteriori informazioni, contattaci.
Ci sono sconti per bambini, giovani, anziani o studenti?    Se ci sono biglietti scontati disponibili per una partita, questi saranno visualizzati come un'opzione al momento dell'acquisto online. Ti preghiamo di notare che in questo caso verrebbe richiesto un documento di identità valido per dimostrare alla sede che il tuo acquisto si qualifica per lo sconto. La sede si riserva il diritto di rifiutare l'ammissione se non presenti un documento d’identità valido per i biglietti scontati che hai acquistato.
Posso apportare modifiche alla mia prenotazione?    Purtroppo i biglietti non sono rimborsabili.
Cosa succede se una partita per la quale ho acquistato i biglietti è stata cancellata?  Faremo del nostro meglio per informarti in anticipo in caso di cancellazione, ma è tua responsabilità controllare che il programma proceda come previsto. Ogni squadra ha le proprie politiche di rimborso e cancellazione, pertanto la decisione sull'erogazione o meno di un rimborso sarà a discrezione della squadra o dell'associazione. Se viene emesso un rimborso, la carta di credito o di debito utilizzata per effettuare l'acquisto verrà rimborsata. In questo caso, se la carta di credito o di debito non è più valida, contattaci.
Cosa succede se una partita per cui ho acquistato i biglietti è stata posticipata o la data/ora è cambiata? Se una partita viene posticipata o l'orario d'inizio è cambiato, non verrà erogato nessun rimborso.
Perché ricevo un voucher di viaggio da Ryanair? Vorremmo offrire a tutti i clienti coinvolti nelle recenti cancellazioni, un voucher di viaggio. Un gesto per scusarci dell’inconveniente. I clienti con prenotazione di sola andata che hanno subito una cancellazione hanno ricevuto un voucher di viaggio di 40,00EUR / GBP, i clienti con prenotazioni di andata e ritorno a cui sono stati cancellati i voli hanno ricevuto un voucher di viaggio di 80,00EUR / GBP. I mercati non EUR / GBP hanno ricevuto voucher di viaggio in EUR.
Quanto vale il mio voucher di viaggio?  I clienti con una prenotazione di sola andata a cui è stato cancellato il volo hanno ricevuto un voucher di viaggio di 40,00EUR / GBP, i clienti con prenotazioni di andata e ritorno a cui sono stati cancellati entrambi i voli hanno ricevuto un voucher di viaggio di 80,00EUR / GBP.
Cosa posso acquistare con il mio voucher di viaggio?    È possibile utilizzare il Voucher di Viaggio per acquistare voli e prodotti associati a voli Ryanair (es.: posti prenotati, bagagli da stiva, imbarco prioritario) su Ryanair.com.
Qual è il periodo di validità (prenotazione e viaggio) del mio voucher di viaggio? Ci sono limiti di data?  I voucher di viaggio sono validi per prenotazioni effettuate tra il 1° ottobre e il 31 ottobre 2017, per viaggiare dal 1° ottobre 2017 al 20 marzo 2018.
Posso utilizzare più di un voucher di viaggio in una determinata prenotazione?  Sì. Possono essere utilizzati fino a 4 voucher di viaggio e / o voucher regalo Ryanair per prenotazione. Se il valore della transazione supera quello dei buoni, la differenza può essere pagata tramite carta di debito / carta di credito, PayPal o altri metodi di pagamento disponibili sul tuo mercato.
C'è un neonato incluso nella mia prenotazione annullata. Ha diritto a un voucher di viaggio?    I buoni di viaggio sono stati offerti ai clienti che hanno pagato solo il prezzo del biglietto intero.
Posso convertire il mio voucher di viaggio in contanti? Non è possibile alcuna conversione in denaro contante.
Posso dare il mio voucher di viaggio ad un amico o un parente?  I buoni sono non trasferibili e possono essere utilizzati solo dai clienti ai quali sono stati intestati.
Ho ricevuto un voucher di viaggio da Ryanair - ho ancora diritto alla compensazione EU261?  Tutti i clienti che hanno diritto a una compensazione EU261 riceveranno la compensazione spettante una volta che ne faranno richiesta tramite il nostro sito web. Per ulteriori informazioni su EU261 e per richiedere la compensazione ora, clicca qui.
Ho ricevuto un voucher di viaggio da Ryanair - Ho ancora diritto ad un rimborso o posso ancora riprenotare il mio volo annullato?   Sì. Hai ancora diritto ad un rimborso completo del tuo biglietto o in alternativa, saremo felici di riprenotarti sul primo volo disponibile a tua scelta.
Ho eliminato l'email ricevuta contenente il voucher di viaggio - come faccio a scoprire quale è il mio codice voucher univoco?  Se non riesci a recuperare la tua email dal cestino, contatta il nostro team di assistenza clienti che ti aiuterà a ritrovare i tuoi dettagli di volo originari. Saremo quindi in grado di fornirti il tuo codice Voucher univoco.
Il mio volo è stato annullato e non ho ricevuto l’email con il voucher di viaggio - Quando lo riceverò? L’invio di tutti i voucher di viaggio é stato completato venerdì 29 settembre 2017. Se non hai ricevuto la tua email contenente il tuo codice voucher univoco, contatta il nostro team di assistenza clienti. In alternativa, controlla la tua cartella di spam, potrebbe essere lì.
Ho prenotato il mio volo tramite un agente di viaggio - Come faccio a ricevere il mio voucher di viaggio?   Tutti i dettagli del voucher verranno inviati all'indirizzo di posta elettronica utilizzato per la prenotazione originale. Se non hai effettuato tu la prenotazione, contatta l'agente di viaggio che ha effettuato la prenotazione per tuo conto.
Posso utilizzare il mio voucher di viaggio sull'applicazione Ryanair?   I buoni di viaggio possono essere utilizzati solo ed esclusivamente su Ryanair.com.
Non ho utilizzato il valore totale del mio Voucher di Viaggio per la mia mia prenotazione. Posso utilizzare il saldo rimanente? No. I voucher di viaggio devono essere utilizzati per intero, non sarà possibile conservare del credito.
